worker_no,exclude,item1,item2,item3,chosen_item,isrepeat,RT
27,0,beaver,plaster cast,punching bag,beaver,0,1532
27,0,tarantula,bowler hat,chariot,bowler hat,0,1476
27,0,beaver,clothes,rolling pin,beaver,0,1805
27,0,drain,beaver,metal detector,metal detector,0,1436
27,0,tea,navel,laptop,navel,0,3315
27,0,furnace,bookshelf,beaver,furnace,1,1660
27,0,candelabra,pizza,bucket,pizza,0,1996
27,0,tuba,file,navel,navel,0,1908
27,0,jet,coaster,trophy,coaster,0,1524
27,0,hammer,table,tape measure,table,1,4621
27,0,toolbox,tarantula,laptop,tarantula,0,3684
27,0,beaver,jet,music box,jet,1,3692
27,0,tuba,bowler hat,rudder,rudder,0,1581
27,0,toolbox,furnace,tape measure,furnace,0,2523
27,0,dice,doormat,metal detector,dice,0,4397
27,0,tea,candelabra,headphones,headphones,0,2388
27,0,bench,jet,punching bag,jet,0,2972
27,0,telegraph,dice,turban,turban,0,3940
27,0,trigger,camera,tuba,trigger,0,2684
27,0,file,bookshelf,toolbox,bookshelf,0,3181
27,0,bumper,clothes,tea,bumper,1,2443
27,0,bench,camera,knob,camera,0,2684
27,0,table,canvas,washcloth,washcloth,0,1932
27,0,pizza,bumper,tarantula,pizza,0,2476
27,0,bookshelf,table,candelabra,candelabra,1,3996
27,0,bench,macadamia,tiara,macadamia,0,3493
27,0,dice,tuba,toolbox,dice,0,1460
27,0,macadamia,canvas,candelabra,macadamia,0,3604
27,0,rolling pin,jet,mistletoe,jet,0,3420
27,0,coaster,hopscotch,bowler hat,bowler hat,0,2276
27,0,turban,pizza,plaster cast,pizza,0,1676
27,0,canvas,chariot,bag,canvas,0,3589
27,0,metal detector,plaster cast,washcloth,metal detector,0,6732
27,0,hopscotch,toolbox,washcloth,toolbox,0,2172
27,0,rolling pin,metal detector,coaster,rolling pin,1,5196
27,0,turban,bucket,rolling pin,bucket,1,2629
27,0,tuba,bench,pizza,pizza,0,3100
27,0,hammer,jet,metal detector,jet,0,2419
27,0,bag,jet,laptop,jet,0,3756
27,0,telegraph,bookshelf,pizza,pizza,1,10974
27,0,tiara,metal detector,navel,navel,1,1988
27,0,hopscotch,bag,bucket,bucket,1,1796
27,0,jet,tape measure,telegraph,jet,0,1630
27,0,mistletoe,turban,hammer,turban,0,5310
27,0,coaster,canister,bumper,bumper,0,1548
27,0,hammer,canister,bumper,bumper,0,2588
27,0,camera,laptop,hammer,laptop,0,2772
27,0,camera,tape measure,canvas,canvas,0,1468
27,0,knob,plaster cast,bowler hat,plaster cast,0,2033
27,0,file,pizza,telegraph,pizza,0,1123
27,0,tarantula,bag,tape measure,tarantula,0,1572
27,0,laptop,turban,flagpole,flagpole,0,1293
27,0,headphones,camera,mistletoe,mistletoe,0,1412
27,0,bench,chariot,toolbox,toolbox,0,5428
27,0,doormat,toolbox,tiara,toolbox,0,1556
27,0,headphones,drain,rolling pin,headphones,0,1836
27,0,music box,canister,plaster cast,plaster cast,1,3092
27,0,rolling pin,bowler hat,punching bag,punching bag,1,3029
27,0,hammer,tea,bench,hammer,0,1812
27,0,flagpole,furnace,candelabra,flagpole,0,1436
27,0,mistletoe,plaster cast,trigger,trigger,0,2236
27,0,camera,punching bag,rolling pin,rolling pin,0,2172
27,0,plaster cast,bench,bumper,bumper,1,3692
27,0,trigger,jet,bowler hat,jet,0,3076
27,0,file,furnace,bowler hat,bowler hat,1,2773
27,0,bowler hat,camera,macadamia,macadamia,0,1740
27,0,plaster cast,canvas,tiara,plaster cast,0,1860
27,0,trigger,bumper,navel,bumper,0,2388
27,0,trophy,pizza,camera,pizza,0,2276
27,0,bumper,trophy,drain,drain,0,1579
27,0,bag,toolbox,trigger,toolbox,0,2596
27,0,macadamia,bookshelf,hopscotch,bookshelf,0,1901
27,0,toolbox,headphones,bowler hat,toolbox,0,2268
27,0,trigger,punching bag,coaster,coaster,0,1500
27,0,camera,tea,doormat,doormat,0,2412
27,0,bench,metal detector,turban,bench,0,3100
27,0,bucket,bag,hopscotch,hopscotch,1,1939
27,0,bowler hat,trophy,turban,trophy,0,3325
27,0,mistletoe,tea,chariot,chariot,0,1980
27,0,jet,dice,washcloth,jet,0,12445
27,0,dice,navel,tea,navel,0,7653
27,0,canvas,bumper,jet,jet,0,1668
27,0,canister,clothes,doormat,clothes,0,1612
27,0,candelabra,tarantula,bookshelf,tarantula,0,2020
27,0,dice,plaster cast,jet,jet,0,1219
27,0,pizza,bumper,beaver,bumper,0,2892
27,0,camera,telegraph,music box,camera,0,2013
27,0,plaster cast,rolling pin,table,plaster cast,0,4668
27,0,jet,knob,doormat,jet,0,2140
27,0,tarantula,trigger,canvas,tarantula,0,2003
27,0,bag,table,clothes,bag,0,2684
27,0,furnace,pizza,metal detector,metal detector,0,1372
27,0,furnace,canister,bag,bag,0,2453
27,0,drain,flagpole,bag,flagpole,0,3036
27,0,bag,candelabra,tuba,bag,0,2132
27,0,knob,hammer,drain,hammer,0,2139
27,0,doormat,washcloth,bag,bag,0,2108
27,0,beaver,tiara,tuba,beaver,0,2044
27,0,flagpole,metal detector,canister,canister,0,2260
27,0,canister,bowler hat,drain,bowler hat,0,1949
27,0,metal detector,bowler hat,tape measure,bowler hat,0,1260
27,0,canvas,music box,furnace,furnace,0,1708
27,0,tuba,canvas,bucket,bucket,0,1724
27,0,rudder,tape measure,trigger,trigger,0,1875
27,0,chariot,beaver,trigger,trigger,0,1638
27,0,furnace,bookshelf,beaver,furnace,1,7698
27,0,tuba,tiara,bumper,bumper,0,3716
27,0,chariot,candelabra,canister,chariot,0,2899
27,0,chariot,telegraph,hopscotch,chariot,0,1788
27,0,bucket,furnace,telegraph,bucket,0,2261
27,0,beaver,flagpole,bench,flagpole,0,5515
27,0,turban,washcloth,tea,turban,0,2724
27,0,laptop,tuba,metal detector,laptop,0,3124
27,0,doormat,beaver,mistletoe,doormat,0,1795
27,0,pizza,drain,tarantula,pizza,0,2011
27,0,clothes,coaster,music box,music box,1,1468
27,0,trophy,washcloth,rudder,washcloth,0,5037
27,0,telegraph,trigger,knob,trigger,0,1924
27,0,tarantula,tiara,table,tarantula,0,2820
27,0,rolling pin,tape measure,tuba,rolling pin,0,1979
27,0,tape measure,plaster cast,headphones,plaster cast,0,2532
27,0,file,table,bucket,table,0,1620
27,0,music box,canvas,bookshelf,canvas,0,2148
27,0,tuba,navel,turban,tuba,1,3845
27,0,drain,doormat,furnace,furnace,0,1476
27,0,washcloth,music box,bucket,washcloth,0,1907
27,0,doormat,hammer,chariot,chariot,0,2500
27,0,punching bag,tea,toolbox,toolbox,0,2404
27,0,bumper,trophy,bookshelf,bumper,0,1908
27,0,canister,rudder,beaver,canister,0,1973
27,0,rudder,mistletoe,candelabra,rudder,1,2132
27,0,turban,trigger,tiara,tiara,0,1836
27,0,bench,canister,mistletoe,canister,0,3925
27,0,bucket,coaster,tiara,bucket,0,1380
27,0,flagpole,headphones,bookshelf,headphones,0,1252
27,0,tarantula,trophy,metal detector,tarantula,0,2116
27,0,jet,music box,beaver,jet,1,4349
27,0,navel,bench,doormat,navel,0,2228
27,0,bucket,rudder,navel,navel,1,1755
27,0,tarantula,hopscotch,mistletoe,tarantula,0,2029
27,0,telegraph,bumper,doormat,bumper,0,1372
27,0,hammer,bag,headphones,hammer,0,1708
27,0,clothes,bucket,drain,clothes,0,1372
27,0,knob,bag,macadamia,macadamia,0,2869
27,0,rudder,mistletoe,candelabra,rudder,1,1956
27,0,washcloth,headphones,telegraph,washcloth,1,2748
27,0,tiara,bag,tea,bag,1,3221
27,0,bag,tuba,plaster cast,bag,0,2268
27,0,pizza,trigger,rolling pin,trigger,0,2076
27,0,dice,tarantula,clothes,tarantula,0,2788
27,0,rudder,music box,toolbox,music box,0,10494
27,0,tiara,jet,rudder,jet,0,2276
27,0,tape measure,tea,knob,tape measure,0,1948
27,0,macadamia,flagpole,doormat,doormat,0,1388
27,0,flagpole,trophy,hopscotch,flagpole,1,1749
27,0,camera,file,flagpole,file,0,4091
27,0,laptop,dice,rolling pin,laptop,0,1780
27,0,bookshelf,washcloth,tuba,washcloth,0,2172
27,0,laptop,canvas,rudder,laptop,0,3724
27,0,beaver,file,bag,bag,0,1484
27,0,rudder,hopscotch,bench,hopscotch,0,2357
27,0,camera,hopscotch,navel,navel,0,2228
27,0,bumper,furnace,dice,dice,0,3316
27,0,clothes,mistletoe,tiara,clothes,0,1676
27,0,tarantula,turban,macadamia,tarantula,0,2172
27,0,chariot,punching bag,navel,chariot,0,2132
27,0,tarantula,telegraph,tuba,tarantula,0,1684
27,0,tiara,file,rudder,tiara,0,8566
27,0,trophy,camera,bag,bag,0,1620
27,0,navel,rudder,bucket,navel,1,1612
27,0,canister,tiara,headphones,canister,0,1860
27,0,turban,table,furnace,turban,0,1283
27,0,doormat,canvas,bowler hat,doormat,0,2941
27,0,turban,music box,punching bag,music box,0,3339
27,0,trophy,file,telegraph,telegraph,0,1324
27,0,plaster cast,punching bag,rudder,rudder,0,2036
27,0,bumper,camera,drain,camera,0,1716
27,0,tuba,mistletoe,knob,tuba,0,2884
27,0,telegraph,turban,drain,drain,0,2260
27,0,furnace,camera,rudder,camera,0,3397
27,0,metal detector,tiara,bookshelf,bookshelf,0,2484
27,0,clothes,toolbox,jet,jet,0,2636
27,0,washcloth,bowler hat,pizza,bowler hat,0,2964
27,0,clothes,bookshelf,bowler hat,clothes,0,8461
27,0,trophy,dice,bench,dice,0,3820
27,0,tiara,hammer,furnace,tiara,0,1900
27,0,navel,candelabra,bowler hat,navel,0,2172
27,0,metal detector,candelabra,turban,candelabra,0,2500
27,0,music box,coaster,clothes,music box,1,2004
27,0,punching bag,hammer,clothes,hammer,0,3652
27,0,jet,tiara,flagpole,tiara,0,1659
27,0,hammer,canvas,file,canvas,0,2399
27,0,doormat,file,headphones,doormat,0,5137
27,0,hammer,hopscotch,plaster cast,hammer,0,4085
27,0,chariot,flagpole,tuba,chariot,0,2716
27,0,headphones,trigger,trophy,trophy,0,1596
27,0,hopscotch,clothes,rolling pin,hopscotch,0,1948
27,0,rudder,metal detector,clothes,clothes,0,3052
27,0,dice,bowler hat,bag,bag,1,3188
27,0,beaver,navel,canvas,navel,0,12014
27,0,telegraph,washcloth,headphones,washcloth,1,3468
27,0,trophy,canvas,toolbox,trophy,0,2380
27,0,doormat,table,trigger,trigger,0,1627
27,0,chariot,clothes,pizza,chariot,0,1684
27,0,music box,hopscotch,trigger,hopscotch,0,1700
27,0,hammer,beaver,bowler hat,bowler hat,0,1948
27,0,bench,laptop,telegraph,bench,0,2340
27,0,rolling pin,washcloth,hammer,hammer,0,2964
27,0,music box,knob,pizza,music box,0,2836
27,0,plaster cast,camera,bookshelf,plaster cast,0,2677
27,0,candelabra,trophy,tiara,trophy,0,2508
27,0,toolbox,pizza,canister,toolbox,0,1796
27,0,tuba,hopscotch,furnace,hopscotch,0,5324
27,0,drain,tea,bookshelf,drain,0,3556
27,0,hammer,dice,table,hammer,0,1852
27,0,camera,tarantula,jet,tarantula,0,2053
27,0,jet,camera,bucket,jet,0,1468
27,0,clothes,candelabra,washcloth,candelabra,0,1748
27,0,hopscotch,pizza,doormat,doormat,0,1628
27,0,tuba,trophy,punching bag,punching bag,0,1420
27,0,dice,pizza,headphones,pizza,0,1900
27,0,dice,canvas,punching bag,punching bag,0,1980
27,0,tape measure,bucket,bumper,bumper,0,2515
27,0,mistletoe,metal detector,bag,mistletoe,0,1301
27,0,tea,canister,canvas,canvas,0,2212
27,0,mistletoe,macadamia,punching bag,punching bag,0,3780
27,0,doormat,rudder,tarantula,tarantula,1,2316
27,0,pizza,bag,punching bag,punching bag,0,2156
27,0,trophy,navel,plaster cast,trophy,0,1587
27,0,bench,washcloth,headphones,washcloth,1,2540
27,0,bench,canvas,rolling pin,bench,0,1725
27,0,bag,tea,tiara,bag,1,1876
27,0,turban,toolbox,beaver,turban,0,2204
27,0,candelabra,telegraph,hammer,hammer,0,2132
27,0,furnace,bowler hat,file,bowler hat,1,11150
27,0,washcloth,navel,macadamia,washcloth,0,2980
27,0,table,chariot,trophy,chariot,0,2324
27,0,rolling pin,coaster,metal detector,metal detector,1,2547
27,0,tiara,washcloth,knob,knob,0,6374
27,0,flagpole,pizza,coaster,flagpole,0,2804
27,0,camera,clothes,turban,turban,0,5828
27,0,drain,tuba,canister,canister,0,2104
27,0,dice,knob,bookshelf,knob,0,1596
27,0,headphones,bumper,rudder,headphones,0,1747
27,0,table,bench,bowler hat,bowler hat,0,2397
27,0,rudder,tarantula,doormat,tarantula,1,4180
27,0,pizza,tiara,laptop,tiara,0,2020
27,0,plaster cast,canister,music box,plaster cast,1,2964
27,0,mistletoe,tape measure,coaster,mistletoe,0,2108
27,0,mistletoe,bookshelf,laptop,mistletoe,0,3077
27,0,music box,macadamia,tea,music box,0,1940
27,0,macadamia,dice,beaver,dice,1,1556
27,0,bench,tarantula,bucket,bench,0,1764
27,0,flagpole,canvas,knob,flagpole,0,1660
27,0,navel,headphones,coaster,navel,0,1524
27,0,punching bag,bucket,bookshelf,punching bag,0,2523
27,0,music box,tuba,tiara,music box,0,1788
27,0,turban,tuba,navel,navel,1,2429
27,0,headphones,beaver,bucket,headphones,0,2108
27,0,canister,camera,macadamia,camera,0,3148
27,0,clothes,knob,file,clothes,0,1972
27,0,tuba,clothes,tea,tea,1,2805
27,0,punching bag,tarantula,headphones,tarantula,0,4116
27,0,mistletoe,file,dice,mistletoe,0,2989
27,0,canister,bucket,dice,bucket,0,1572
27,0,jet,furnace,washcloth,washcloth,0,2116
27,0,toolbox,macadamia,drain,toolbox,0,2877
27,0,mistletoe,chariot,music box,chariot,0,2859
27,0,tape measure,pizza,macadamia,tape measure,0,1988
27,0,macadamia,tuba,hammer,macadamia,0,2484
27,0,mistletoe,furnace,trophy,mistletoe,0,1565
27,0,punching bag,candelabra,dice,punching bag,0,1564
27,0,macadamia,bucket,chariot,chariot,0,2300
27,0,tape measure,flagpole,washcloth,washcloth,0,2387
27,0,furnace,clothes,hammer,clothes,0,1515
27,0,dice,coaster,camera,camera,0,1676
27,0,punching bag,macadamia,furnace,furnace,0,1444
27,0,bumper,music box,file,bumper,0,1412
27,0,jet,turban,file,turban,0,3316
27,0,table,tape measure,hammer,table,1,8156
27,0,trophy,macadamia,rolling pin,macadamia,0,1532
27,0,knob,punching bag,rudder,punching bag,1,3876
27,0,bumper,bucket,metal detector,metal detector,0,2597
27,0,hammer,bucket,trophy,bucket,0,2580
27,0,headphones,knob,furnace,headphones,0,1532
27,0,clothes,telegraph,flagpole,telegraph,0,1532
27,0,tape measure,beaver,laptop,beaver,0,2348
27,0,plaster cast,tarantula,flagpole,tarantula,0,2172
27,0,metal detector,chariot,headphones,chariot,0,1340
27,0,bumper,rolling pin,flagpole,rolling pin,0,3093
27,0,tarantula,canister,furnace,tarantula,0,2740
27,0,macadamia,jet,rudder,rudder,0,2972
27,0,bookshelf,table,candelabra,bookshelf,1,2059
27,0,toolbox,telegraph,table,toolbox,0,1556
27,0,telegraph,rudder,bag,bag,0,2940
27,0,music box,bench,drain,drain,0,3949
27,0,metal detector,knob,table,metal detector,0,2028
27,0,plaster cast,macadamia,telegraph,plaster cast,0,3124
27,0,metal detector,telegraph,canvas,telegraph,0,1979
27,0,chariot,coaster,furnace,coaster,0,1716
27,0,knob,bumper,chariot,chariot,0,1572
27,0,trigger,candelabra,drain,trigger,0,1516
27,0,drain,beaver,chariot,drain,0,2797
27,0,tiara,rolling pin,chariot,rolling pin,0,2620
27,0,tiara,dice,drain,drain,0,1620
27,0,bench,bookshelf,trigger,trigger,0,3428
27,0,telegraph,bookshelf,pizza,pizza,1,3244
27,0,rolling pin,canister,navel,navel,0,4189
27,0,table,mistletoe,drain,drain,0,1996
27,0,laptop,bucket,knob,laptop,0,2612
27,0,candelabra,file,rolling pin,candelabra,0,2339
27,0,navel,clothes,tape measure,navel,0,1420
27,0,doormat,coaster,tape measure,doormat,0,2708
27,0,table,punching bag,flagpole,table,0,1292
27,0,doormat,laptop,punching bag,doormat,0,1436
27,0,candelabra,camera,beaver,camera,0,2157
27,0,navel,metal detector,tiara,navel,1,1380
27,0,chariot,laptop,file,chariot,0,1620
27,0,rudder,turban,chariot,turban,0,1971
27,0,bench,plaster cast,file,plaster cast,0,1868
27,0,canvas,turban,coaster,turban,0,1604
27,0,turban,bucket,rolling pin,bucket,1,2580
27,0,jet,headphones,tuba,jet,0,3981
27,0,tea,plaster cast,furnace,furnace,0,2460
27,0,trigger,clothes,macadamia,trigger,1,2227
27,0,navel,knob,tarantula,tarantula,0,2276
27,0,tape measure,turban,hopscotch,turban,0,2620
27,0,bumper,bowler hat,laptop,bowler hat,0,2644
27,0,navel,music box,flagpole,music box,0,1780
27,0,bench,bag,coaster,bag,0,2341
27,0,tuba,tea,clothes,clothes,1,2533
27,0,rudder,drain,coaster,drain,0,2220
27,0,drain,file,tarantula,tarantula,0,1916
27,0,beaver,trophy,tea,trophy,0,3956
27,0,bucket,flagpole,plaster cast,plaster cast,0,2700
27,0,toolbox,tea,bucket,toolbox,0,5550
27,0,tuba,table,coaster,tuba,0,6916
27,0,telegraph,tiara,bowler hat,telegraph,0,2524
27,0,tarantula,music box,hammer,tarantula,1,3445
27,0,hopscotch,bumper,punching bag,hopscotch,0,2307
27,0,trigger,flagpole,hammer,flagpole,0,1532
27,0,toolbox,rolling pin,knob,knob,0,2700
27,0,toolbox,plaster cast,coaster,plaster cast,0,4636
27,0,tea,bowler hat,flagpole,flagpole,0,9317
27,0,dice,flagpole,rudder,dice,0,2372
27,0,music box,hammer,tarantula,tarantula,1,1348
27,0,plaster cast,bench,bumper,bumper,1,1668
27,0,candelabra,doormat,plaster cast,doormat,0,1924
27,0,trigger,bucket,file,bucket,0,1460
27,0,canister,bookshelf,tape measure,canister,0,1789
27,0,trophy,canister,knob,knob,0,5557
27,0,bumper,candelabra,toolbox,toolbox,0,1604
27,0,headphones,music box,table,headphones,0,2300
27,0,doormat,turban,bookshelf,doormat,0,1676
27,0,beaver,table,laptop,laptop,0,2964
27,0,bumper,washcloth,mistletoe,bumper,0,1861
27,0,dice,music box,tape measure,dice,0,1579
27,0,bench,furnace,clothes,clothes,0,1660
27,0,music box,metal detector,bowler hat,music box,0,4132
27,0,tea,file,hopscotch,tea,0,2476
27,0,tiara,tape measure,punching bag,tiara,0,1868
27,0,candelabra,knob,coaster,knob,0,7574
27,0,headphones,macadamia,laptop,macadamia,0,1636
27,0,bench,tape measure,candelabra,tape measure,0,3788
27,0,tea,pizza,jet,jet,0,2204
27,0,rolling pin,telegraph,tea,tea,0,2628
27,0,trophy,tape measure,drain,drain,0,1717
27,0,canister,table,jet,jet,0,5276
27,0,canister,trigger,turban,trigger,0,2612
27,0,camera,table,hopscotch,table,0,1732
27,0,tape measure,table,canvas,tape measure,1,1852
27,0,trophy,music box,doormat,trophy,0,2028
27,0,canvas,tape measure,table,tape measure,1,3925
27,0,jet,navel,drain,jet,0,7252
27,0,laptop,coaster,washcloth,laptop,0,4596
27,0,dice,trigger,washcloth,trigger,0,1460
27,0,laptop,candelabra,music box,laptop,0,4877
27,0,turban,headphones,knob,knob,0,2332
27,0,flagpole,hopscotch,trophy,hopscotch,1,1652
27,0,hammer,clothes,plaster cast,clothes,0,5428
27,0,hopscotch,laptop,canister,canister,0,2067
27,0,canvas,drain,hopscotch,drain,0,2364
27,0,dice,hopscotch,headphones,headphones,0,1612
27,0,metal detector,camera,toolbox,toolbox,0,1636
27,0,jet,chariot,bookshelf,bookshelf,0,2340
27,0,tea,bumper,clothes,bumper,1,3636
27,0,tape measure,file,chariot,chariot,1,1540
28,0,bucket,bowler hat,mistletoe,bowler hat,0,2071
28,0,headphones,clothes,canvas,clothes,0,1735
28,0,bag,music box,rolling pin,bag,0,8838
28,0,bumper,macadamia,table,table,0,4039
28,0,headphones,washcloth,bench,bench,1,4419
28,0,clothes,macadamia,trigger,clothes,1,6737
28,0,drain,washcloth,punching bag,punching bag,0,3679
28,0,metal detector,trigger,tea,tea,0,9712
28,0,telegraph,rolling pin,camera,rolling pin,0,2786
28,0,hammer,coaster,bookshelf,hammer,0,3055
28,0,jet,candelabra,hopscotch,jet,0,3839
28,0,toolbox,navel,hammer,navel,0,5768
28,0,toolbox,flagpole,mistletoe,toolbox,0,4446
28,0,washcloth,file,canister,washcloth,1,2481
28,0,navel,mistletoe,telegraph,navel,0,15809
28,0,telegraph,punching bag,canister,punching bag,0,1562
28,0,punching bag,knob,rudder,knob,1,3619
28,0,laptop,furnace,trigger,laptop,0,1534
28,0,pizza,canvas,mistletoe,pizza,0,9428
28,0,trophy,laptop,clothes,clothes,0,3342
28,0,rolling pin,navel,furnace,navel,0,2711
28,0,bumper,bag,turban,turban,0,2065
28,0,beaver,hopscotch,knob,beaver,0,2363
28,0,file,metal detector,punching bag,file,0,2804
28,0,tea,coaster,tarantula,tarantula,0,2744
28,0,camera,tiara,hopscotch,tiara,0,1762
28,0,file,coaster,macadamia,macadamia,0,2582
28,0,beaver,coaster,telegraph,beaver,0,2982
28,0,chariot,plaster cast,dice,dice,0,4307
28,0,rolling pin,bookshelf,rudder,bookshelf,0,3733
28,0,bookshelf,navel,bag,bag,0,1861
28,0,file,chariot,tape measure,chariot,1,298
28,0,bowler hat,rolling pin,punching bag,bowler hat,1,181
28,0,doormat,tuba,bucket,tuba,0,162
28,0,beaver,dice,macadamia,dice,1,196
28,0,file,canister,washcloth,canister,1,254
28,0,camera,washcloth,chariot,chariot,0,929
28,0,drain,laptop,plaster cast,laptop,0,377
28,0,metal detector,hopscotch,macadamia,macadamia,0,218
28,0,dice,bowler hat,bag,dice,1,2195
28,0,rudder,tea,table,tea,0,1064
28,0,tarantula,washcloth,beaver,tarantula,0,1017
28,0,doormat,tarantula,rolling pin,tarantula,0,747
28,0,pizza,hammer,rudder,pizza,0,946
28,0,navel,pizza,table,pizza,0,1401
28,0,beaver,plaster cast,punching bag,plaster cast,0,710
28,0,tarantula,bowler hat,chariot,bowler hat,0,16317
28,0,beaver,clothes,rolling pin,beaver,0,2377
28,0,drain,beaver,metal detector,beaver,0,1638
28,0,tea,navel,laptop,navel,0,3587
28,0,furnace,bookshelf,beaver,beaver,1,1843
28,0,candelabra,pizza,bucket,pizza,0,1201
28,0,tuba,file,navel,navel,0,1758
28,0,jet,coaster,trophy,jet,0,1441
28,0,hammer,table,tape measure,table,1,1243
28,0,toolbox,tarantula,laptop,tarantula,0,4122
28,0,beaver,jet,music box,beaver,1,2217
28,0,tuba,bowler hat,rudder,bowler hat,0,2842
28,0,toolbox,furnace,tape measure,furnace,0,1398
28,0,dice,doormat,metal detector,doormat,0,3447
28,0,tea,candelabra,headphones,headphones,0,5064
28,0,bench,jet,punching bag,jet,0,1242
28,0,telegraph,dice,turban,turban,0,4355
28,0,trigger,camera,tuba,trigger,0,1995
28,0,file,bookshelf,toolbox,bookshelf,0,779
28,0,bumper,clothes,tea,bumper,1,4973
28,0,bench,camera,knob,bench,0,1659
28,0,table,canvas,washcloth,table,0,1809
28,0,pizza,bumper,tarantula,bumper,0,1720
28,0,bookshelf,table,candelabra,candelabra,1,3667
28,0,bench,macadamia,tiara,bench,0,2702
28,0,dice,tuba,toolbox,dice,0,2555
28,0,macadamia,canvas,candelabra,macadamia,0,3308
28,0,rolling pin,jet,mistletoe,mistletoe,0,1219
28,0,coaster,hopscotch,bowler hat,coaster,0,2822
28,0,turban,pizza,plaster cast,turban,0,5725
28,0,canvas,chariot,bag,canvas,0,3743
28,0,metal detector,plaster cast,washcloth,metal detector,0,8607
28,0,hopscotch,toolbox,washcloth,toolbox,0,86097
28,0,rolling pin,metal detector,coaster,metal detector,1,841
28,0,turban,bucket,rolling pin,turban,1,1096
